Approved Symbol	Approved Name	Previous Symbols	Previous Names	Synonyms	Name Synonyms	Ensembl ID(supplied by Ensembl)
MEST	mesoderm specific transcript		"mesoderm specific transcript (mouse) homolog", "mesoderm specific transcript homolog (mouse)"	PEG1		
MESTIT1	MEST intronic transcript 1, antisense RNA		"MEST intronic transcript 1, antisense RNA (non-protein coding)"	NCRNA00040, MEST-AS1	"non-protein coding RNA 40", "MEST antisense RNA 1 (non-protein coding)"	
MESTP1	mesoderm specific transcript pseudogene 1		"mesoderm specific transcript homolog (mouse) pseudogene 1"			ENSG00000220884
MESTP2	mesoderm specific transcript pseudogene 2		"mesoderm specific transcript homolog (mouse) pseudogene 2"			ENSG00000259558
MESTP3	mesoderm specific transcript pseudogene 3		"mesoderm specific transcript homolog (mouse) pseudogene 3"			ENSG00000250927
MESTP4	mesoderm specific transcript pseudogene 4		"mesoderm specific transcript homolog (mouse) pseudogene 4"			ENSG00000215004
MET	met proto-oncogene			HGFR, RCCP2	"hepatocyte growth factor receptor"	ENSG00000105976
METAP1	methionyl aminopeptidase 1			KIAA0094, MetAP1A, MAP1A	"Peptidase M"	ENSG00000164024
METAP1D	methionyl aminopeptidase type 1D (mitochondrial)			MAP1D, Metap1l	"methionine aminopeptidase 1D"	ENSG00000172878
METAP2	methionyl aminopeptidase 2			MNPEP, p67, MAP2	"Peptidase M"	ENSG00000111142
METRN	meteorin, glial cell differentiation regulator	C16orf23	"chromosome 16 open reading frame 23"	MGC2601		ENSG00000103260
METRNL	meteorin, glial cell differentiation regulator-like					ENSG00000176845
METTL1	methyltransferase like 1	C12orf1	"methyltransferase-like 1"	TRM8, TRMT8		ENSG00000037897
METTL2A	methyltransferase like 2A			FLJ12760, METTL2		ENSG00000087995
METTL2B	methyltransferase like 2B	METTL2	"methyltransferase like 2"	METL, FLJ11350		ENSG00000165055
METTL3	methyltransferase like 3			Spo8, M6A, MT-A70	"N6-adenosine-methyltransferase 70 kDa subunit"	ENSG00000165819
METTL4	methyltransferase like 4			FLJ23017, HsT661		ENSG00000101574
METTL5	methyltransferase like 5			HSPC133		ENSG00000138382
METTL6	methyltransferase like 6			MGC24132		ENSG00000206562
METTL7A	methyltransferase like 7A			DKFZP586A0522		ENSG00000185432
METTL7AP1	methyltransferase like 7A pseudogene 1					ENSG00000257649
METTL7B	methyltransferase like 7B			MGC17301, ALDI	"associated with lipid droplets 1"	ENSG00000170439
METTL8	methyltransferase like 8			FLJ13984, TIP	"tension-induced/inhibited protein"	ENSG00000123600
METTL9	methyltransferase like 9			DREV1	"DORA reverse strand protein 1"	ENSG00000197006
METTL10	methyltransferase like 10	C10orf138	"chromosome 10 open reading frame 138"	Em:AC068896.3		ENSG00000203791
METTL11B	methyltransferase like 11B	C1orf184	"chromosome 1 open reading frame 184"	HOMT1B		ENSG00000203740
METTL12	methyltransferase like 12			U99HG		ENSG00000214756
METTL13	methyltransferase like 13	KIAA0859	"KIAA0859"	CGI-01		ENSG00000010165
METTL14	methyltransferase like 14			KIAA1627		ENSG00000145388
METTL15	methyltransferase like 15	METT5D1	"methyltransferase 5 domain containing 1"	FLJ33979		ENSG00000169519
METTL15P1	methyltransferase like 15 pseudogene 1	METT5D2	"methyltransferase 5 domain containing 2"			ENSG00000174912
METTL15P2	methyltransferase like 15 pseudogene 2					
METTL15P3	methyltransferase like 15 pseudogene 3					ENSG00000224396
METTL16	methyltransferase like 16	METT10D	"methyltransferase 10 domain containing"	MGC3329		ENSG00000127804
METTL17	methyltransferase like 17	METT11D1	"methyltransferase 11 domain containing 1"	FLJ20859		ENSG00000165792
METTL18	methyltransferase like 18	C1orf156	"chromosome 1 open reading frame 156"	MGC9084, AsTP2, HPM1	"histidine protein methyltransferase 1"	ENSG00000171806
METTL20	methyltransferase like 20	C12orf72	"chromosome 12 open reading frame 72"	DKFZp451L235, MGC50559		ENSG00000139160
METTL21A	methyltransferase like 21A	FAM119A	"family with sequence similarity 119, member A"	LOC151194, HCA557b, HSPA-KMT	"Hepatocellular carcinoma-associated antigen 557b", "heat shock protein 70kDa lysine (K) methyltransferase"	ENSG00000144401
METTL21AP1	methyltransferase like 21A pseudogene 1					ENSG00000229623
METTL21B	methyltransferase like 21B	FAM119B	"family with sequence similarity 119, member B"	DKFZP586D0919		ENSG00000123427
METTL21C	methyltransferase like 21C	C13orf39	"chromosome 13 open reading frame 39"	LOC196541		ENSG00000139780
METTL21EP	methyltransferase like 21E, pseudogene	METTL21CP1	"methyltransferase like 21C pseudogene 1"			ENSG00000250878
METTL22	methyltransferase like 22	C16orf68	"chromosome 16 open reading frame 68"	FLJ12433,MGC2654		ENSG00000067365
METTL23	methyltransferase like 23	C17orf95	"chromosome 17 open reading frame 95"	LOC124512		ENSG00000181038
METTL24	methyltransferase like 24	C6orf186	"chromosome 6 open reading frame 186"	dJ71D21.2		ENSG00000053328
METTL25	methyltransferase like 25	C12orf26	"chromosome 12 open reading frame 26"	FLJ22789		ENSG00000127720
MEX3A	mex-3 RNA binding family member A	RKHD4	"ring finger and KH domain containing 4", "mex-3 homolog A (C. elegans)"			ENSG00000254726
MEX3B	mex-3 RNA binding family member B	RKHD3	"ring finger and KH domain containing 3", "mex-3 homolog B (C. elegans)"	DKFZp434J0617, RNF195		ENSG00000183496
MEX3C	mex-3 RNA binding family member C	RKHD2	"ring finger and KH domain containing 2", "mex-3 homolog C (C. elegans)"	FLJ38871, RNF194		ENSG00000176624
MEX3D	mex-3 RNA binding family member D	RKHD1	"ring finger and KH domain containing 1", "mex-3 homolog D (C. elegans)"	Tino, KIAA2031, OK/SW-cl.4, RNF193	"bcl-2 ARE RNA binding protein"	ENSG00000181588
MF4	metacarpal 4-5 fusion					
MFAP1	microfibrillar-associated protein 1					ENSG00000140259
MFAP1P1	microfibrillar-associated protein 1 pseudogene 1					ENSG00000232489
MFAP2	microfibrillar-associated protein 2			MAGP, MAGP-1		ENSG00000117122
MFAP3	microfibrillar-associated protein 3					ENSG00000037749
MFAP3L	microfibrillar-associated protein 3-like			KIAA0626, NYD-sp9		ENSG00000198948
MFAP4	microfibrillar-associated protein 4				"microfibril-associated glycoprotein 4"	ENSG00000166482
MFAP5	microfibrillar associated protein 5			MAGP2, MP25		ENSG00000197614
MFF	mitochondrial fission factor	C2orf33	"chromosome 2 open reading frame 33"	GL004		ENSG00000168958
MFGE8	milk fat globule-EGF factor 8 protein	SPAG10	"sperm associated antigen 10"	SED1, EDIL1, BA46, OAcGD3S, HsT19888, MFG-E8, hP47	"sperm surface protein hP47"	ENSG00000140545
MFHAS1	malignant fibrous histiocytoma amplified sequence 1			MASL1, LRRC65	"leucine rich repeat containing 65"	ENSG00000147324
MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5			CD228, FLJ38863, MAP97, MGC4856, MTF1	"melanotransferrin", "membrane-bound transferrin-like protein"	ENSG00000163975
MFI2-AS1	MFI2 antisense RNA 1		"MFI2 antisense RNA 1 (non-protein coding)"			ENSG00000228109
MFN1	mitofusin 1			FLJ20693		ENSG00000171109
MFN2	mitofusin 2			CPRP1, KIAA0214, MARF, CMT2A2		ENSG00000116688
MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase		"manic fringe (Drosophila) homolog", "manic fringe homolog (Drosophila)"			ENSG00000100060
MFRP	membrane frizzled-related protein			FLJ30570, rd6, NNO2, C1QTNF5	"membrane-type frizzled-related protein", "complement C1q tumor necrosis factor-related protein 5 precursor variant 1"	ENSG00000235718
MFS1~withdrawn	symbol withdrawn, see FBN1					
MFS2~withdrawn	symbol withdrawn, see TGFBR2					
MFSD1	major facilitator superfamily domain containing 1			FLJ14153, UG0581B09		ENSG00000118855
MFSD2A	major facilitator superfamily domain containing 2A	MFSD2	"major facilitator superfamily domain containing 2"	FLJ14490		ENSG00000168389
MFSD2B	major facilitator superfamily domain containing 2B					ENSG00000205639
MFSD3	major facilitator superfamily domain containing 3					ENSG00000167700
MFSD4	major facilitator superfamily domain containing 4			DKFZp761N1114, FLJ34577, UNQ3064, FLJ25004		ENSG00000174514
MFSD5	major facilitator superfamily domain containing 5			MGC11308		ENSG00000182544
MFSD6	major facilitator superfamily domain containing 6			FLJ20160		ENSG00000151690
MFSD6L	major facilitator superfamily domain containing 6-like			FLJ35773		ENSG00000185156
MFSD7	major facilitator superfamily domain containing 7			FLJ22269, LP2561		ENSG00000169026
MFSD8	major facilitator superfamily domain containing 8	CLN7	"ceroid-lipofuscinosis, neuronal 7, late infantile, variant"	MGC33302		ENSG00000164073
MFSD9	major facilitator superfamily domain containing 9			MGC11332		ENSG00000135953
MFSD10	major facilitator superfamily domain containing 10			TETRAN, IT10C3	"tetracycline transporter like protein"	ENSG00000109736
MFSD11	major facilitator superfamily domain containing 11			FLJ22196, FLJ20226		ENSG00000092931
MFSD12	major facilitator superfamily domain containing 12	C19orf28	"chromosome 19 open reading frame 28"	MGC20700, PP3501		ENSG00000161091
MFTL~withdrawn	symbol withdrawn, see RPS3A					
MGA	MGA, MAX dimerization protein		"MAX gene associated"	KIAA0518, MAD5, MXD5, FLJ12634		ENSG00000174197
MGA1~withdrawn	symbol withdrawn, see CUBN					
MGAM	maltase-glucoamylase (alpha-glucosidase)			MGA		
MGARP	mitochondria-localized glutamic acid-rich protein	C4orf49	"chromosome 4 open reading frame 49"	OSAP, CESP-1, HUMMR	"ovary-specific acidic protein", "corneal endothelium-specific protein 1", "hypoxia up-regulated mitochondrial movement regulator"	ENSG00000137463
MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	MGAT, GLYT1		GNT-1, GLCNAC-TI		ENSG00000131446
MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase			GNT-II		ENSG00000168282
MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase			GNT-III		ENSG00000128268
MGAT4A	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A		"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme A"	GnT-Iva, GnT-4a		ENSG00000071073
MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B		"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isoenzyme B"	GnT-Ivb		ENSG00000161013
MGAT4C	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative)			HGNT-IV-H		ENSG00000182050
MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase			GNT-V		ENSG00000152127
MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B		"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isoenzyme B"	GnT-IX, FLJ25132, GnT-VB		ENSG00000167889
MGC1	megalocornea 1 (X-linked)					
MGCR~withdrawn	symbol withdrawn, see MN1					
MGDF~withdrawn	symbol withdrawn, see THPO					
MGEA5	meningioma expressed antigen 5 (hyaluronidase)			MEA5, NCOAT, OGA	"nuclear cytoplasmic O-GlcNAcase and acetyltransferase"	ENSG00000198408
MGEA~withdrawn	symbol withdrawn, see CTAGE5					
MGF~withdrawn	symbol withdrawn, see KITLG					
MGLL	monoglyceride lipase			HU-K5, MGL		ENSG00000074416
MGME1	mitochondrial genome maintenance exonuclease 1	C20orf72	"chromosome 20 open reading frame 72"	bA504H3.4, DDK1		ENSG00000125871
MGMT	O-6-methylguanine-DNA methyltransferase					ENSG00000170430
MGP	matrix Gla protein					ENSG00000111341
MGRN1	mahogunin ring finger 1, E3 ubiquitin protein ligase		"mahogunin, ring finger 1"	KIAA0544, RNF156		ENSG00000102858
MGST1	microsomal glutathione S-transferase 1	GST12		MGST-I		ENSG00000008394
MGST1L1~withdrawn	symbol withdrawn, see PTGES					
MGST2	microsomal glutathione S-transferase 2			MGST-II		ENSG00000085871
MGST3	microsomal glutathione S-transferase 3			GST-III	"microsomal glutathione S-transferase III", "microsomal GST-3", "microsomal GST-III"	ENSG00000143198
MHAC	microhydranencephaly					
MHAM~withdrawn	symbol withdrawn, see PTEN					
MHP1~withdrawn	symbol withdrawn, see CACNA1A					
MHP2~withdrawn	symbol withdrawn, see ATP1A2					
MHS1~withdrawn	symbol withdrawn, see RYR1					
MHS2	malignant hyperthermia susceptibility 2					
MHS3~withdrawn	symbol withdrawn, see CACNA2D1					
MHS4	malignant hyperthermia susceptibility 4					
MHS5~withdrawn	symbol withdrawn, see CACNA1S					
MHS6	malignant hyperthermia susceptibility 6					
MIA	melanoma inhibitory activity			CD-RAP		ENSG00000261857
MIA-RAB4B	MIA-RAB4B readthrough (NMD candidate)					ENSG00000268975
MIA2	melanoma inhibitory activity 2			FLJ22404		ENSG00000150526
MIA3	melanoma inhibitory activity family, member 3			UNQ6077, FLJ39207, KIAA0268, TANGO	"C219 reactive peptide", "transport and golgi organization"	ENSG00000154305
MIAT	myocardial infarction associated transcript (non-protein coding)	C22orf35	"chromosome 22 open reading frame 35"	FLJ25967, Rncr2, gomafu, NCRNA00066, LINC00066	"non-protein coding RNA 66", "long intergenic non-protein coding RNA 66"	ENSG00000225783
MIB1	mindbomb E3 ubiquitin protein ligase 1		"mindbomb homolog 1 (Drosophila)"	DIP-1, MIB, KIAA1323, ZZANK2, ZZZ6		ENSG00000101752
MIB2	mindbomb E3 ubiquitin protein ligase 2	ZZANK1	"zinc finger, ZZ type with ankyrin repeat domain 1", "mindbomb homolog 2 (Drosophila)"	skeletrophin, ZZZ5, FLJ39787		ENSG00000197530
MIC3~withdrawn	symbol withdrawn, see CD9					
MIC4~withdrawn	symbol withdrawn, see CD44					
MIC5~withdrawn	symbol withdrawn, see L1CAM					
MIC6~withdrawn	entry withdrawn					
MIC7	antigen identified by monoclonal antibody 28.3.7					
MIC9~withdrawn	entry withdrawn					
MIC10~withdrawn	symbol withdrawn, see CD46					
MIC11~withdrawn	symbol withdrawn, see CD59					
MIC12	antigen identified by monoclonal antibody 30.2A8					
MIC17~withdrawn	entry withdrawn					
MIC18~withdrawn	symbol withdrawn, see EPCAM					
MICA	MHC class I polypeptide-related sequence A			PERB11.1		
MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	NICAL	"NEDD9 interacting protein with calponin homology and LIM domains"	MICAL, FLJ11937, DKFZp434B1517, FLJ21739		ENSG00000135596
MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2			KIAA0750		ENSG00000133816
MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3			KIAA0819		ENSG00000243156
MICALCL	MICAL C-terminal like			FLJ14966		ENSG00000133808
MICALL1	MICAL-like 1			MIRAB13, KIAA1668, MICAL-L1	"molecule interacting with Rab13"	ENSG00000100139
MICALL2	MICAL-like 2			MGC46023, FLJ23471, MICAL-L2, JRAB	"junctional Rab13-binding protein"	ENSG00000164877
MICB	MHC class I polypeptide-related sequence B			PERB11.2		
MICC	MHC class I polypeptide-related sequence C (pseudogene)		"MHC class I polypeptide-related sequence C"	PERB11.3		
MICD	MHC class I polypeptide-related sequence D (pseudogene)		"MHC class I polypeptide-related sequence D", "MHC class I polypeptide-related sequence D, pseudogene"	PERB11.4		
MICE	MHC class I polypeptide-related sequence E (pseudogene)		"MHC class I polypeptide-related sequence E"	dJ377H14.7, PERB11.5		
MICF	MHC class I polypeptide-related sequence F (pseudogene)		"MHC class I polypeptide-related sequence F, pseudogene"			
MICG	MHC class I polypeptide-related sequence G (pseudogene)		"MHC class I polypeptide-related sequence G, pseudogene"			
MICU1	mitochondrial calcium uptake 1	CBARA1	"calcium binding atopy-related autoantigen 1"	CALC, EFHA3, FLJ12684		ENSG00000107745
MICU2	mitochondrial calcium uptake 2	EFHA1	"EF hand domain family A1", "EF-hand domain family, member A1"			ENSG00000165487
MICU3	mitochondrial calcium uptake family, member 3	EFHA2	"EF hand domain family A2", "EF-hand domain family, member A2"	DKFZp313A0139		ENSG00000155970
MID1	midline 1 (Opitz/BBB syndrome)			OS, FXY, TRIM18, RNF59		ENSG00000101871
MID1IP1	MID1 interacting protein 1		"MID1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"	STRAIT11499, FLJ10386, MIG12, THRSPL, G12-like	"gastrulation specific G12 homolog (zebrafish)"	ENSG00000165175
MID1IP1-AS1	MID1IP1 antisense RNA 1		"MID1IP1 antisense RNA 1 (non-protein coding)"			ENSG00000238123
MID2	midline 2			FXY2, TRIM1, RNF60		ENSG00000080561
MIDN	midnolin					ENSG00000167470
MIEF1	mitochondrial elongation factor 1	SMCR7L	"Smith-Magenis syndrome chromosome region, candidate 7-like"	FLJ20232, MiD51		ENSG00000100335
MIEF2	mitochondrial elongation factor 2	SMCR7	"Smith-Magenis syndrome chromosome region, candidate 7"	MGC23130, MiD49		ENSG00000177427
MIEN1	migration and invasion enhancer 1	C17orf37	"chromosome 17 open reading frame 37"	MGC14832, ORB3, XTP4, C35, Rdx12		ENSG00000141741
MIER1	mesoderm induction early response 1, transcriptional regulator		"mesoderm induction early response 1 homolog (Xenopus laevis)"	hMI-ER1, MI-ER1, KIAA1610		ENSG00000198160
MIER2	mesoderm induction early response 1, family member 2	KIAA1193	"KIAA1193"			ENSG00000105556
MIER3	mesoderm induction early response 1, family member 3			FLJ35954, DKFZp686L09111, DKFZp781I1119		ENSG00000155545
MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	GLIF		GIF		ENSG00000240972
MIF4GD	MIF4G domain containing	MIFD		AD023, MGC45027		ENSG00000125457
MIIP	migration and invasion inhibitory protein			FLJ12438, IIp45	"invasion inhibitory protein 45"	ENSG00000116691
MILR1	mast cell immunoglobulin-like receptor 1	C17orf60	"chromosome 17 open reading frame 60"	Allergin-1, MCA-32	"allergy inhibitory receptor 1", "mast cell antigen 32"	
MIMT1	MER1 repeat containing imprinted transcript 1 (non-protein coding)			MIM1, NCRNA00067, LINC00067	"non-protein coding RNA 67", "long intergenic non-protein coding RNA 67"	ENSG00000268654
MIN1~withdrawn	symbol withdrawn, see CD59					
MIN2~withdrawn	symbol withdrawn, see CD59					
MIN3~withdrawn	symbol withdrawn, see CD59					
MINA	MYC induced nuclear antigen			MINA53, FLJ14393, mdig		ENSG00000170854
MINK1	misshapen-like kinase 1		"misshapen-like kinase 1 (zebrafish)"	B55, MINK, ZC3, MAP4K6, YSK2	"misshapen/NIK-related kinase"	ENSG00000141503
MINOS1	mitochondrial inner membrane organizing system 1	C1orf151	"chromosome 1 open reading frame 151"	RP5-1056L3.2, FLJ36999, MIO10		ENSG00000173436
MINOS1-NBL1	MINOS1-NBL1 readthrough					ENSG00000270136
MINOS1P1	mitochondrial inner membrane organizing system 1 pseudogene 1	N4BP2L2IT1, N4BP2L2-IT1	"N4BPL2 intronic transcript 1 (non-protein coding)", "N4BP2L2 intronic transcript 1 (non-protein coding)"	CG012		
MINOS1P2	mitochondrial inner membrane organizing system 1 pseudogene 2					ENSG00000270714
MINOS1P3	mitochondrial inner membrane organizing system 1 pseudogene 3					ENSG00000224237
MINOS1P4	mitochondrial inner membrane organizing system 1 pseudogene 4					ENSG00000248117
MINPP1	multiple inositol-polyphosphate phosphatase 1		"multiple inositol polyphosphate histidine phosphatase, 1"	MIPP		ENSG00000107789
MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)			FLJ20323	"WD repeat-containing protein mio"	ENSG00000164654
MIOX	myo-inositol oxygenase	ALDRL6	"aldehyde reductase (aldose reductase) like 6"		"kidney-specific protein 32"	ENSG00000100253
MIP	major intrinsic protein of lens fiber			MP26, LIM1, AQP0	aquaporin 0	ENSG00000135517
MIPEP	mitochondrial intermediate peptidase			MIP		ENSG00000027001
MIPEPP1	mitochondrial intermediate peptidase pseudogene 1					ENSG00000225358
MIPEPP2	mitochondrial intermediate peptidase pseudogene 2					ENSG00000224783
MIPEPP3	mitochondrial intermediate peptidase pseudogene 3					ENSG00000233325
